Employer,total_approvals,states,cities,zip_codes
SIDNEY HEALTH CENTER,4,MT,SIDNEY,59270.0
SIDNEY LOGISTIC CORP,1,FL,MIAMI,33172.0
SIDRAI LLC,1,TX,ARLINGTON,76016.0
SIDUS OPTOELECTRONICS INC,1,CA,FREMONT,94538.0
SIDUS SOLUTIONS LLC,1,CA,SAN DIEGO,92121.0
SIDX INC,1,WA,SEATTLE,98195.0
SIEENA INC DBA DEFINITY FIRST,1,TX,AUSTIN,78701.0
SIEFERT ASSOCIATES LLC,1,CT,NAUGATUCK,6770.0
SIEGWERK USA INC,2,IA,DES MOINES,50321.0
SIELC TECHNOLOGIES INC,1,IL,WHEELING,60090.0
SIEMENS ADVANTA SOLUTIONS CORP,1,FL,ORLANDO,32817.0
SIEMENS CORPORATION,31,FL,ORLANDO,32817.0
SIEMENS ENERGY INC,104,FL,ORLANDO,32817.0
SIEMENS FINANCIAL SERVICES INC,4,FL,ORLANDO,32817.0
SIEMENS GAMESA RENEWABLE ENERGY IN,12,FL,ORLANDO,32817.0
SIEMENS GAMESA RENEWABLE ENERGY INC,4,FL,ORLANDO,32817.0
SIEMENS HEALTHCARE DIAGNOSTICS INC,21,FL,ORLANDO,32817.0
SIEMENS INDUSTRY INC,58,FL,ORLANDO,32817.0
SIEMENS INDUSTRY SOFTWARE INC,125,TX,PLANO,75024.0
SIEMENS MEDICAL SOLUTIONS USA INC,115,FL,ORLANDO,32817.0
SIEMENS MOBILITY INC,21,FL,ORLANDO,32817.0
SIEMENS PROCESS SYSTEMS ENGRG INC,1,NJ,PARSIPPANY,7054.0
SIEMIC INC,2,CA,MILPITAS,95035.0
SIENA ANALYTICS INC,1,MA,FRANKLIN,2038.0
SIENA COLLEGE,6,NY,ALBANY,12211.0
SIENA CONSTRUCTION CORPORATION,1,MA,CAMBRIDGE,2139.0
SIENA ENGINEERING GROUP LLC,1,MA,BURLINGTON,1803.0
SIERENTZ NORTH AMERICA LLC,1,CT,WILTON,6897.0
"SIERRA AGRA USA, LLC",1,CA,FOWLER,93625.0
SIERRA BUSINESS SOLUTION LLC,15,AZ,CHANDLER,85226.0
SIERRA CHEST PHYSICIANS,1,CA,LAKEWOOD,90712.0
SIERRA CONSULTING INC,41,IL,ITASCA,60143.0
SIERRA DIGITAL INC,9,TX,HOUSTON,77036.0
SIERRA INFOSYS INC,5,TX,HOUSTON,77036.0
SIERRA ITNTL DBA SEASTAR SOLUTIONS,1,IL,LITCHFIELD,62056.0
SIERRA MOUNTAIN CONSTRUCTION INC D/B/A SMCI,1,CA,SONORA,95370.0
SIERRA NEVADA HOSPITALITY LLC,1,CA,SONORA,95370.0
SIERRA PACKAGING & CONVERTING LLC,2,NV,RENO,89506.0
SIERRA QUICK SERVICE LLC,1,NV,RENO,89509.0
SIERRA VISTA HOSPITAL,1,NM,TRUTH OR CONSEQUENCE,87901.0
SIERRA VISTA REGIONAL HEALTH CENTE,1,AZ,SIERRA VISTA,85635.0
SIERRA WIRELESS AMERICA INC,1,GA,ATLANTA,30339.0
SIEVA NETWORKS DBA MATRACK INC,2,CA,SAN RAMON,94583.0
SIEVO INC,1,IL,CHICAGO,60654.0
SIFIVE INC,12,CA,SAN MATEO,94402.0
SIFT SCIENCE INC,6,CA,SAN FRANCISCO,94105.0
SIFY TECHNOLOGIES N AMERICA CORP,4,CA,SANTA CLARA,95054.0
SIFY TECHNOLOGIES NORTH AMERICA CO,2,CA,SANTA CLARA,95054.0
SIG COMBIBLOC INC,1,PA,CHESTER,19013.0
SIGFOX INC,2,MA,BOSTON,2110.0
SIGGA USA LLC,1,TX,SUGAR LAND,77478.0
SIGHT MEDICAL DOCTORS  PLLC,1,NY,HAUPPAUGE,11788.0
SIGHTCLASSIC LLC DBA JNBY,1,WA,SAMMAMISH,98075.0
SIGHTHOUND INC,1,FL,WINTER PARK,32789.0
SIGHTLY ENTERPRISES INC,2,NY,NEW YORK,10006.0
SIGHTSPECTRUM LLC,8,TX,CROWLEY,76036.0
SIGMA ALDRICH CO LLC,1,MA,BURLINGTON,1803.0
SIGMA ALDRICH INC,1,MA,BURLINGTON,1803.0
SIGMA ALDRICH MANUFACTURING LLC,2,MA,BURLINGTON,1803.0
SIGMA COMPUTING INC,5,CA,SAN FRANCISCO,94105.0
SIGMA CONNECTIVITY INC,1,CA,SAN JOSE,95112.0
SIGMA CONSTRUCTION INC,3,NJ,SOMERSET,8873.0
SIGMA CORPORATION,2,NJ,CREAM RIDGE,8514.0
SIGMA ELECTRIC MFG CORP,2,NC,GARNER,27529.0
SIGMA ENGINEERS INC,1,TX,BEAUMONT,77706.0
SIGMA FINANCE LLC,1,FL,HOLLYWOOD,33020.0
SIGMA GAMES LLC,1,PA,PITTSBURGH,15203.0
SIGMA INFOSOLUTIONS INC,1,CA,IRVINE,92614.0
SIGMA INFOTECH INC,1,TX,IRVING,75063.0
SIGMA IT CORP,17,MO,BALLWIN,63011.0
SIGMA PETROLEUM INC,4,CA,ORANGE,92865.0
SIGMA PETROLEUM INC DBA ANTHEM OIL,2,CA,ORANGE,92865.0
SIGMA PIPING PRODUCTS 2019 LLC,1,TX,SUGAR LAND,77478.0
SIGMA RESOURCES LLC,5,PA,PITTSBURGH,15203.0
SIGMA SCI TECH LLC,1,WI,GERMANTOWN,53022.0
SIGMA SOFTEC INC,1,NJ,HILLSBOROUGH,8844.0
SIGMA SOFTWARE INC,3,NY,NEW YORK,10022.0
SIGMA SOFTWARE LLC,21,TX,DALLAS,75234.0
SIGMA SOLVE INC,1,FL,FORT LAUDERDALE,33323.0
SIGMA THERMAL INC,1,GA,MARIETTA,30066.0
SIGMA VENTURES INC,1,TX,HOUSTON,77024.0
SIGMA-ALDRICH CO LLC,2,MA,BURLINGTON,1803.0
SIGMA-ALDRICH CORPORATION,15,MA,BURLINGTON,1803.0
SIGMA-ALDRICH MANUFACTURING LLC,4,MA,BURLINGTON,1803.0
SIGMA7 DESIGN GROUP INC,1,NY,NEW YORK,10016.0
SIGMAGRAFT INC,2,CA,FULLERTON,92831.0
SIGMAN AND SUMMERFIELD ASSOC INC,1,MD,TOWSON,21286.0
SIGMASOFT LLC,2,VA,MANASSAS,20110.0
SIGMAWAYS INC,7,CA,FREMONT,94538.0
SIGMOIDBELL INC,1,MA,CAMBRIDGE,2139.0
SIGN IN SOLUTIONS INC,1,IL,OAK BROOK,60523.0
SIGNAL DIGITAL INC,1,IL,CHICAGO,60603.0
SIGNAL ENERGY LLC,2,TN,CHATTANOOGA,37421.0
SIGNAL WISE LLC,1,MI,TROY,48084.0
SIGNALFIRE LLC,1,CA,SAN FRANCISCO,94107.0
SIGNAPAY LTD,1,TX,IRVING,75063.0
SIGNATECH SOLUTIONS LLC,2,WI,NEW BERLIN,53151.0
SIGNATURE ATHLETICS INC,1,FL,TAMPA,33606.0
SIGNATURE COMMERCIAL SOLNS LLC DBA,29,FL,FORT LAUDERDALE,33309.0
SIGNATURE COMMERCIAL SOLUTIONS LLC DBA SIGNATURE CONSULTANTS,11,FL,FORT LAUDERDALE,33309.0
SIGNATURE DIAGNOSTICS INC,1,PA,PITTSBURGH,15233.0
SIGNATURE HEALTH INC,1,OH,WILLOUGHBY,44094.0
SIGNATURE HEALTHCARE MED GRP INC,2,MA,BROCKTON,2302.0
SIGNATURE HEALTHCARE MEDICAL GROUP,4,MA,BROCKTON,2302.0
SIGNATURE HEALTHCARE MEDICAL GROUP INC,1,MA,BROCKTON,2302.0
SIGNATURE HEALTHCARE MEDICAL GRP INC,2,MA,BROCKTON,2302.0
SIGNATURE HEALTHCARE SERVICES LLC,1,MI,TROY,48098.0
SIGNATURE IT SOLUTIONS INC,23,NC,CHARLOTTE,28262.0
SIGNATURE IT WORLD INC,19,OH,DELAWARE,43015.0
SIGNATURE SMILE DENTAL LLC,2,PA,BRISTOL,19007.0
SIGNATURE SMILE OF HARTFORD,1,CT,HARTFORD,6105.0
SIGNATURE SMILES LLC,1,CT,MANCHESTER,6042.0
SIGNDEALZ CORPORATION,1,CO,DENVER,80202.0
SIGNET MEDIA INC,1,CA,SAN JOSE,95113.0
SIGNIFY HEALTH LLC,1,TX,DALLAS,75244.0
SIGNIFY NORTH AMERICA CORPORATION,20,NJ,SOMERSET,8873.0
SIGNINSOFT INC,2,CT,SHELTON,6484.0
SIGNITIVES TECHNOLOGIES LLC,8,TX,RICHARDSON,75080.0
SIGNODE INDUSTRIAL GROUP LLC,4,IL,GLENVIEW,60026.0
SIGNS AND DECAL CORPORATION,2,NY,BROOKLYN,11211.0
SIGNS365 COM LLC,2,MI,SHELBY TOWNSHIP,48315.0
SIGRAY INC,2,CA,CONCORD,94520.0
SIIG INC,1,CA,HAYWARD,94544.0
SIKA CORPORATION,7,NJ,LYNDHURST,7071.0
SIKICH LLP,2,IL,NAPERVILLE,60563.0
SIKKA SOFTWARE CORPORATION,5,CA,SANTA CLARA,95054.0
SILA INC,2,OR,PORTLAND,97204.0
SILA NANOTECHNOLOGIES INC,2,CA,ALAMEDA,94501.0
SILANNA SEMICONDUCTOR N AMERICA IN,1,CA,SAN DIEGO,92121.0
SILANNA SEMICONDUCTOR NORTH AMERIC,1,CA,SAN DIEGO,92121.0
SILARX PHARMACEUTICALS INC A SUBSI,1,PA,PHILADELPHIA,19136.0
SILATRONIX INC,1,WI,MADISON,53704.0
SILC TECHNOLOGIES INC,5,CA,MONROVIA,91016.0
SILCSBIO LLC,2,MD,BALTIMORE,21230.0
SILENT IT LLC D B A PRIME TSR,1,IL,GLENVIEW,60025.0
SILENT MODELS USA LLC,1,NY,NEW YORK,10001.0
SILENT SPRING INSTITUTE,1,MA,NEWTONVILLE,2460.0
SILFEX INC A DIVISION OF LAM RESE,1,CA,ESCALON,95320.0
SILFEX INC A DIVISION OF LAM RESEA,1,OH,EATON,45320.0
SILFEX INC A DIVISION OF LAM RESEARCH CORPORATION,2,CA,ESCALON,95320.0
SILGAN DISPENSING SYSTEMS CORPORATION,4,VA,RICHMOND,23219.0
SILHOUETTE DESIGN ARCHITECTURE INC,1,IL,CHICAGO,60661.0
SILICH COMPANIES LLC,1,CO,DENVER,80222.0
SILICON CONCEPTS,3,CA,MILPITAS,95035.0
SILICON CREATIONS LLC,2,GA,LAWRENCEVILLE,30043.0
SILICON HARLEM LLC,1,NY,NEW YORK,10039.0
SILICON HILLS INFO SOLUTIONS LLC,1,NJ,BRIDGEWATER TOWNSHIP,8807.0
SILICON HOLDING LLC,1,CA,HAYWARD,94544.0
SILICON INSITE INC,5,MA,BOSTON,2210.0
SILICON LABORATORIES INC,44,TX,AUSTIN,78701.0
SILICON METAMATERIALS INC,1,TX,AUSTIN,78758.0
SILICON MOTION INC,1,CA,MILPITAS,95035.0
SILICON RANCH CORPORATION,2,TN,NASHVILLE,37201.0
SILICON SOFTWARE TECHNOLOGIES,2,MI,ROCHESTER HILLS,48309.0
SILICON SOFTWARE TECHNOLOGIES INC,2,MI,ROCHESTER,48309.0
SILICON SPECTRA INC,34,CA,SANTA CLARA,95050.0
SILICON STAFF IT SERVICES INC,15,CA,SAN RAMON,94583.0
SILICON TECH SOLUTIONS INC,5,CA,SAN RAMON,94583.0
SILICON TECHNOLOGIES LLC,1,CA,IRVINE,92618.0
SILICON VALLEY BICYCLE COALITION,1,CA,SAN JOSE,95112.0
SILICON VALLEY COMMERCE LLC,1,NV,GARDNERVILLE,89410.0
SILICON VALLEY COMMUNITY HEALTHCARE RESOURCE INC,1,CA,MILPITAS,95035.0
"SILICON VALLEY COMMUNITY HEALTHCARE RESOURCE, INC.",1,CA,MILPITAS,95035.0
SILICON VALLEY INTERNATIONAL SCHOOL,3,CA,PALO ALTO,94303.0
SILICON VALLEY INTL SCHOOL,3,CA,PALO ALTO,94303.0
SILICON VALLEY OPTICS TECHNOLOGY I,2,CA,FREMONT,94538.0
SILICON VALLEY TECH INNOVATION CLU,3,CA,SANTA CLARA,95054.0
"SILICON, INC.",2,TX,PLANO,75075.0
SILICONEXPERT TECHNOLOGIES INC,1,CO,ENGLEWOOD,80112.0
SILICONSAGE BUILDERS LLC,2,CA,SUNNYVALE,94086.0
SILICUS TECHNOLOGIES LLC,2,TX,HOUSTON,77056.0
SILK ROAD MEDICAL INC.,1,CA,SUNNYVALE,94089.0
SILK SOFTWARE CORP,3,CA,IRVINE,92618.0
SILKROUTE GLOBAL INC,3,MI,TROY,48083.0
SILLIKER INC,7,IL,CHICAGO,60601.0
SILLS CUMMIS & GROSS PC,1,NJ,NEWARK,7102.0
SILO INC,1,NY,BROOKLYN,11205.0
SILVACO INC,2,CA,SANTA CLARA,95054.0
SILVAN GR LLC DBA SILVAN GR INVEST,1,NY,NEW YORK,10022.0
SILVER AIRWAYS LLC,4,FL,HOLLYWOOD,33020.0
SILVER BAY CONSULTING LLC,5,TX,HOUSTON,77043.0
SILVER HARBOR LLC,1,CT,STAMFORD,6901.0
SILVER HILL FUNDING LLC,2,FL,CORAL GABLES,33146.0
SILVER LAKE RESEARCH CORPORATION,1,CA,IRWINDALE,91702.0
SILVER LAKE TECHNOLOGY MANAGEMENT,3,NY,NEW YORK,10001.0
SILVER LAKE TECHNOLOGY MANAGEMENT LLC,5,NY,NEW YORK,10001.0
SILVER LAKE TECHNOLOGY MGMT LLC,7,NY,NEW YORK,10001.0
SILVER OAK TECHNOLOGIES LLC,2,NJ,SUMMIT,7901.0
SILVER OAK TECHS LLC DBA SKILLSESS,4,NJ,SUMMIT,7901.0
SILVER PARTIES LLC DBA MINT INDIAN RESTAURANT,1,CA,LAGUNA HILLS,92653.0
SILVER PEAK SYSTEMS INC,5,CA,SANTA CLARA,95050.0
SILVER POINT CAPITAL LP,2,CT,GREENWICH,6830.0
SILVER SCREEN TELE-REALITY INC,1,TX,ADDISON,75001.0
SILVER SHEET ENTERPRISES INC,1,GA,BUFORD,30518.0
SILVER TOUCH TECHNOLOGIES INC,1,NY,GLEN OAKS,11004.0
SILVERADO CONTRACTORS INC,1,CA,EMERYVILLE,94608.0
SILVERCREST ASSET MANAGEMENT GROUP,1,NY,NEW YORK,10019.0
SILVERCREST ASSET MANAGEMENT GROUP LLC,1,NY,NEW YORK,10019.0
SILVERFALLS SOLUTIONS INC,10,NC,HIGH POINT,27265.0
SILVERFALLS SOLUTIONS INC LLC,3,TX,CYPRESS,77433.0
SILVERGROVE ADVISORS LLC,1,NY,NEW YORK,10018.0
SILVERLIGHT ELECTRIC VEHICLE INC,1,FL,BRADENTON,34211.0
SILVERLINE TECHNOLOGIES OF AMERICA,6,TX,RICHARDSON,75081.0
SILVERLINE TECHS OF AMERICA LLC,2,TX,RICHARDSON,75081.0
SILVERLOGIC LLC,1,FL,BOCA RATON,33487.0
SILVERMAN TRYKOWSKI ASSO INC,1,MA,BOSTON,2110.0
SILVERMAN TRYKOWSKI ASSOCIATES INC,1,MA,BOSTON,2110.0
SILVERPATH INC DBA KORGENE,1,PA,KING OF PRUSSIA,19406.0
SILVERRAIL TECHNOLOGIES INC,3,MA,BOSTON,2108.0
SILVERSKY,2,CT,MILFORD,6461.0
SILVERXIS INC,25,TX,IRVING,75063.0
SIM ARCHITECTS INC,1,CA,SAN FRANCISCO,94104.0
SIM INFOTECH INC,11,CA,PASADENA,91107.0
SIM TECH LLC,1,TX,KATY,77494.0
SIM2K INC,1,IN,INDIANAPOLIS,46250.0
SIMA G LTD,1,NY,NEW YORK,10020.0
SIMA TECHNOLOGIES INC,1,CA,SAN JOSE,95110.0
SIMAN PRO INC,1,FL,KISSIMMEE,34741.0
SIMARN LLC,7,TX,IRVING,75062.0
SIMARN LLC DBA SIMARN SOLUTIONS,16,TX,IRVING,75062.0
SIMAXIVE TECHNOLOGIES INC,11,TN,CORDOVA,38018.0
SIMBE ROBOTICS INC,4,CA,SOUTH SAN FRANCISCO,94080.0
SIMBEX LLC,3,NH,LEBANON,3766.0
SIMBIOSYS INC,1,IL,CHICAGO,60601.0
SIMCERE INNOVATION INC,6,MA,CAMBRIDGE,2140.0
SIMCERE OF AMERICA INC,1,MA,CAMBRIDGE,2140.0
SIMCORP USA INC,1,NY,NEW YORK,10004.0
SIMEIO SOLUTIONS LLC,28,GA,ATLANTA,30308.0
SIMERGY CONSULTING LLC,1,NY,NEW YORK,10023.0
SIMERICS INC,7,WA,BELLEVUE,98004.0
SIMETRI INC,1,FL,WINTER PARK,32792.0
SIMFONI USA INC,1,IL,CHICAGO,60654.0
SIMILARWEB INC,1,NY,NEW YORK,10010.0
SIMMONDS PRECISION PRODUCTS INC CO,1,VT,VERGENNES,5491.0
SIMMONS BANK,1,AR,LITTLE ROCK,72201.0
SIMMONS PREPARED FOODS INC,7,AR,SILOAM SPRINGS,72761.0
SIMMONS UNIV,1,MA,BOSTON,2115.0
SIMMONS UNIVERSITY,2,MA,BOSTON,2115.0
SIMNA SOLUTIONS LLC,1,MI,FARMINGTON,48334.0
SIMON EYE ASSOCIATES PA,1,DE,WILMINGTON,19808.0
SIMON MARKETS LLC,5,NY,NEW YORK,10001.0
SIMON OU CPA PC,2,NY,NEW YORK,10013.0
SIMON-KUCHER & PARTNERS STRATEGY &,26,MA,BOSTON,2108.0
SIMON-KUCHER & PARTNERS STRATEGY & MARKETING CONSULTANTS LLC,1,MA,BOSTON,2108.0
SIMONS FOUNDATION,41,NY,NEW YORK,10010.0
SIMP CONSULTING INC,1,NY,DOVER PLAINS,12522.0
SIMPL INC,1,CA,SAN FRANCISCO,94133.0
SIMPLAIN SOFTWARE SOLUTIONS LLC,5,CA,DIAMOND BAR,91789.0
SIMPLE CONTACTS INC,1,NY,NEW YORK,10003.0
SIMPLE HEALTH LLC,1,PR,SAN JUAN,917.0
SIMPLE ORIGIN INC,1,PA,PITTSBURGH,15206.0
SIMPLE RULES COMPANY DBA HARMONY,1,CA,MOUNTAIN VIEW,94040.0
SIMPLE THINGS INC,2,CA,PALO ALTO,94301.0
SIMPLE TIRE LLC,4,PA,TREVOSE,19053.0
SIMPLEBET INC,1,NY,NEW YORK,10119.0
SIMPLECITIZEN INC,3,UT,SALT LAKE CTY,84111.0
SIMPLEHEALTH,2,NY,NEW YORK,10003.0
SIMPLEHUMAN LLC,4,CA,TORRANCE,90502.0
SIMPLELTC SYSTEMS LLC,1,TX,RICHARDSON,75080.0
SIMPLEMACHINES INC,1,WI,MADISON,53711.0
SIMPLENEXUS LLC,2,UT,LEHI,84043.0
SIMPLEPRACTICE LLC,5,CA,LOS ANGELES,90025.0
SIMPLER POSTAGE INC DBA EASYPOST,3,CA,SAN FRANCISCO,94104.0
SIMPLEROSE INC,1,MO,SAINT LOUIS,63101.0
SIMPLESOLVE INC,1,NJ,PENNINGTON,8534.0
SIMPLETENSE INC,1,CA,PASADENA,91101.0
SIMPLEVIEW,1,AZ,TUCSON,85704.0
SIMPLEVIEW LLC,1,AZ,TUCSON,85704.0
SIMPLEX INFO SYSTEMS INC,9,TX,MCKINNEY,75071.0
SIMPLIFY ASSET MANAGEMENT INC,1,NY,NEW YORK,10018.0
SIMPLIFY REALITY INC,1,CA,CULVER CITY,90232.0
SIMPLIIGENCE INC,3,DE,DOVER,19901.0
SIMPLIPHI POWER INC,1,CA,OXNARD,93030.0
SIMPLISAFE INC,12,MA,BOSTON,2108.0
SIMPLR SOLUTIONS INC,1,CA,SAN FRANCISCO,94107.0
SIMPLY BUSINESS INC,1,MA,BOSTON,2108.0
SIMPLY DECORATE LLC,1,NY,NEW YORK,10022.0
SIMPLY FOOD COURT SQUARE LLC,1,NY,LONG IS CITY,11101.0
SIMPLY FOODS INC DBA NEW AGE MEATS,1,CA,BERKELEY,94710.0
SIMPLYFUN LLC,1,WA,BELLEVUE,98004.0
SIMPPLR INC,1,CA,REDWOOD CITY,94065.0
SIMPSON & SIMPSON LLP DBA SIMPSON,5,CA,LOS ANGELES,90071.0
SIMPSON GUMPERTZ & HEGER INC,21,MA,WALTHAM,2451.0
SIMPSON GUMPERTZ AND HEGER INC,1,MA,WALTHAM,2451.0
SIMPSON STRONG-TIE COMPANY INC,4,CA,PLEASANTON,94588.0
SIMPSON THACHER & BARTLETT LLP,21,NY,NEW YORK,10017.0
SIMPSON THACHER BARTLETT LLP,27,NY,NEW YORK,10017.0
SIMPSON UNIV,1,CA,REDDING,96003.0
SIMPSON UNIVERSITY,1,CA,REDDING,96003.0
SIMPSX TECHNOLOGIES LLC,1,TX,HOUSTON,77024.0
SIMPWAY INTL EDUCATION CO LTD,1,MA,BOSTON,2116.0
SIMR LLC,7,MI,ANN ARBOR,48104.0
SIMR LLC D/B/A STATINMED RESEARCH,1,TX,PLANO,75024.0
SIMRAN COLLECTION INC,2,CA,LOS ANGELES,90013.0
SIMS PARK CITY LLC,1,UT,PARK CITY,84098.0
SIMSPACE CORPORATION,1,MA,BOSTON,2210.0
SIMULATIONS PLUS INC,5,CA,LANCASTER,93534.0
SIMULATOR CENTER LLC,1,FL,SANFORD,32773.0
SIMULMEDIA INC,4,NY,NEW YORK,10016.0
SIMWON AMERICA CORPORATION,1,CA,LATHROP,95330.0
SIMX INC,1,CA,MOUNTAIN VIEW,94040.0
SINA COM ONLINE,1,CA,PALO ALTO,94303.0
SINAI HOSPITAL OF BALTIMORE INC,12,MD,BALTIMORE,21215.0
SINANIAN DEVELOPMENT INC,2,CA,TARZANA,91356.0
SINCH AMERICA INC,1,GA,ATLANTA,30328.0
SINCLAIR SVCS CO,1,UT,SALT LAKE CITY,84102.0
SINCLAIR SYSTEMS INTERNATIONAL LLC,1,CA,FRESNO,93725.0
"SINCLAIR WELL PRODUCTS, INC.",1,CA,CERRITOS,90703.0
SINCRO LLC,4,TX,DALLAS,75240.0
SINE DRACO AVIATION TECH LTD,1,WA,BELLEVUE,98004.0
SINE DRACO AVIATION TECHNOLOGY LTD,1,WA,BELLEVUE,98004.0
"SINE TRADING INTERNATIONAL, LLC",1,PA,PITTSBURGH,15233.0
SINESOFT BUSINESS SOLUTIONS INC,5,GA,CUMMING,30040.0
SINEXCEL INC,1,CA,RANCHO CUCAMONGA,91730.0
SINEXCEL INC.,2,CA,RANCHO CUCAMONGA,91730.0
SINFOTECH LLC,2,WV,MORGANTOWN,26505.0
SINFRALOGIX LLC,27,TX,DALLAS,75234.0
SING IN CHINESE LLC,1,CA,TORRANCE,90505.0
SING LANGUAGE FOUNDATION,1,CA,TORRANCE,90505.0
SING TAO NEWSPAPERS NEW YORK LTD,2,NY,NEW YORK,10013.0
SINGAREDDY INFORMATION TECHNOLOGIES INC,2,GA,LAWRENCEVILLE,30044.0
SINGER BURKE ZIMMER LLP,1,CA,ENCINO,91316.0
SINGER VEHICLE DESIGN LLC,1,CA,PASADENA,91101.0
SINGERLEWAK LLP,4,CA,LOS ANGELES,90024.0
SINGH AUTOMATION LLC,1,MI,PORTAGE,49002.0
SINGH GLASS & MIRROR INC DBA LUSO,2,NJ,NEWARK,7105.0
SINGH LANDSCAPING LAWN SPRINKLER,1,NY,QUEENS VILLAGE,11429.0
SINGH SECURITY INC DBA ALL SECURIT,1,CA,SAN RAMON,94583.0
SINGH TRADING COMPANY INC,2,MD,LAUREL,20707.0
SINGING RIVER HEALTH SYSTEM,6,MS,MONTICELLO,39654.0
SINGLE PARTICLE LLC,1,CA,MISSION VIEJO,92692.0
SINGLESTORE INC,4,CA,SAN FRANCISCO,94107.0
SINGLETO2 THERAPEUTICS LLC,2,NJ,NEW PROVIDENCE,7974.0
SINGLETON LAW FIRM PC,1,IL,CHAMPAIGN,61820.0
SINGULAR ANALYSTS INC,65,TX,DALLAS,75287.0
SINGULAR CPA SVCS LLC,1,CO,CENTENNIAL,80121.0
SINGULAR GENOMICS SYSTEMS INC,4,CA,LA JOLLA,92037.0
SINGULAR LABS INC,1,CA,SAN FRANCISCO,94107.0
SINGULAR PEOPLE LLC FKA MEDIANET S,2,FL,MIAMI,33131.0
SINGULARITY 6 CORP,1,CA,LOS ANGELES,90064.0
SINGULARITY 6 CORPORATION,2,CA,LOS ANGELES,90064.0
SINGULARITY CONSULTING SVCS LLC,2,VA,HERNDON,20171.0
SINGULARITY FUTURE TECHNOLOGY LTD,1,NY,GREAT NECK,11021.0
SINGULARITY SYSTEMS INC,4,NJ,PRINCETON,8540.0
SINGULARITY SYSTEMS INC.,1,NJ,PRINCETON,8540.0
SINGULARITY VENTURES INC,1,CA,LOS ANGELES,90045.0
SINGULARITYAIX INC,4,CA,PALO ALTO,94301.0
SINGULI INC,1,NY,BROOKLYN,11217.0
SINICA EDUCATION,2,CA,LOS ANGELES,90064.0
SINITIK ADULT HEALTH CARE INC,2,CA,SAN GABRIEL,91776.0
SINMAT COMMERCIAL LLC,1,FL,GAINESVILLE,32653.0
SINNOTT GERING AND SCHMITT TOWER,1,MI,ANN ARBOR,48103.0
SINNOTT GERING AND SCHMITT TOWERS,3,MI,ANN ARBOR,48103.0
SINO BIOLOGICAL US INC,1,PA,CHESTERBROOK,19087.0
SINO INGREDIENTS INC,1,CA,WEST COVINA,91791.0
SINO INTERNATIONAL TRADE CORP,1,GA,NORCROSS,30093.0
SINO-US INTERNATIONAL INC,1,CA,PASADENA,91101.0
SINOELITE CORP,2,NY,SYOSSET,11791.0
SINOMAX USA INC,1,TX,HOUSTON,77042.0
SINOPEC USA INC,3,TX,HOUSTON,77056.0
SINOVISION INCORPORATED,1,NY,NEW YORK,10016.0
SINTECMEDIA NYC INC,3,NY,NEW YORK,10016.0
SINTEGRA INC,2,CA,SANTA CLARA,95051.0
SIO GENE THERAPIES INC,1,NY,NEW YORK,10036.0
SIO INTERNATIONAL WISCONSIN INC,6,WI,MILWAUKEE,53202.0
SIO2 MEDICAL PRODUCTS INC,4,AL,AUBURN,36832.0
SIOL INC,2,CA,SAN FRANCISCO,94103.0
SIONIC ADVISORS LP,5,NJ,JERSEY CITY,7302.0
SIOUX CENTER HEALTH,2,IA,SIOUX CENTER,51250.0
SIOUX CTR COMMUNITY SCHOOL DIST,1,IA,SIOUX CENTER,51250.0
SIOUX FALLS SCHOOL DISTRICT 49 5,30,SD,SIOUX FALLS,57105.0
SIOUXLAND HOSPITALISTS PLLC,2,IA,SIOUX CITY,51104.0
SIOUXLAND HOSPITALISTS PLLC DBA PRIME PHYSICIANS,2,IA,SIOUX CITY,51104.0
SIOUXLAND REGIONAL CANCER CENTER D,1,IA,SIOUX CITY,51101.0
SIP OPERATIONSCO LP,1,NY,BROOKLYN,11201.0
SIPHOX INC,1,MA,BURLINGTON,1803.0
SIPP TECHNOLOGIES LLC,1,KS,WICHITA,67204.0
SIQSESS LLC,1,WI,ELM GROVE,53122.0
SIR WALTER CANDY COMPANY,1,UT,SALT LAKE CITY,84115.0
SIRA CONSULTING INC,84,TX,HOUSTON,77057.0
SIRAHU CORP,1,CA,FREMONT,94538.0
SIRI & GLIMSTAD LLP,1,NY,NEW YORK,10166.0
SIRI CONSULTANCY SERVICE INC,3,IA,WDM,50266.0
SIRI CONSULTANCY SERVICES INC,26,IA,WEST DES MOINES,50266.0
SIRI GRANITE INC,2,TX,HOUSTON,77041.0
SIRI GROUP INC,1,PA,KING OF PRUSSIA,19406.0
SIRI INFOSOLUTIONS INC,9,NJ,EDISON,8817.0
SIRI INFOTEC LLC,5,TX,FRISCO,75035.0
SIRI LEARNING INC,11,CA,IRVINE,92620.0
SIRI SOFTWARE SOLUTIONS LLC,43,NJ,PISCATAWAY,8854.0
SIRIONLABS INC,1,WA,BELLEVUE,98004.0
SIRISAI TECHNOLOGIES INC,1,FL,JACKSONVILLE,32258.0
SIRITEK INC,13,IL,ROLLING MEADOWS,60008.0
SIRIUS COMPUTER SOLUTIONS INC,7,TX,DALLAS,75216.0
SIRIUS COMPUTER SOLUTIONS LLC,2,TX,SAN ANTONIO,78216.0
SIRIUS CONTROLS INC,1,TX,MIDLAND,79706.0
